,id,channel,channel_id,date,message,message_tokenised
26,1330,afdfraktionBB,1326276537,2024-04-15,"Geben wir der Jugend ein Stück Freiheit! Ob Gender-Ideologie, der Wahn vom Klimawandel oder das unsägliche Einsperren zur Corona-Zeit: Die Jugend muss sich seit einigen Jahren viel zu viel gefallen lassen von Staat und Gesellschaft. Höchste Zeit, dass man dem Nachwuchs ein Stück Freiheit gibt!","Geben Jugend Stück Freiheit ! Gender-Ideologie , Wahn Klimawandel unsägliche Einsperren Corona-Zeit : Jugend gefallen lassen Staat Gesellschaft . Höchste , Nachwuchs Stück Freiheit !"
27,1329,afdfraktionBB,1326276537,2024-04-15,"Klima-Irrsinn stoppen! Die Landesregierung scheint alles dafür tun zu wollen, dass es auch nach der Wahl weiter bergab geht im Land, egal wie die Bürger in gut fünf Monaten abstimmen. Denn jetzt wird noch schnell ein Klimaplan aus der Tasche gezogen, der jede mögliche künftige Koalition an die Kette legt.","Klima-Irrsinn stoppen ! Landesregierung scheint , Wahl bergab Land , egal Bürger Monaten abstimmen . schnell Klimaplan Tasche gezogen , mögliche künftige Koalition Kette legt ."
28,1329,afdfraktionBB,1326276537,2024-04-15,"Energieerzeugung, Industrie, Bauen und Verkehr: Alles soll unter das große grün-ideologische Thema Klimawandel gestellt werden. Wir von der AfD-Fraktion wissen, was das heißt: Unnötige Vorgaben, überbordende Bürokratie und vor allem Kosten ohne Ende, für Land und Bürger gleichermaßen. Unser Abgeordneter Dr.","Energieerzeugung , Industrie , Bauen Verkehr : grün-ideologische Thema Klimawandel gestellt . AfD-Fraktion wissen , : Unnötige Vorgaben , überbordende Bürokratie Kosten , Land Bürger gleichermaßen . Abgeordneter Dr."
29,1329,afdfraktionBB,1326276537,2024-04-15,"Philip Zeschmann erläutert, was man davon zu halten hat. Wir brauchen keinen Klimaplan, wir brauchen eine starke Wirtschaft, günstige Energie, eine auskömmliche Landwirtschaft und erschwinglichen Wohnraum!","Philip Zeschmann erläutert , halten . brauchen Klimaplan , brauchen starke Wirtschaft , günstige Energie , auskömmliche Landwirtschaft erschwinglichen Wohnraum !"
30,1317,afdfraktionBB,1326276537,2024-04-05,Den irren Ausmaßen der ideologischen Energiewendepolitik der Grünen und ihrer Steigbügelhalter muss Einhalt geboten werden. Den Antrag der AfD-Fraktion zum Schutz unserer Natur erläutert Dr. Philip Zeschmann.,irren Ausmaßen ideologischen Energiewendepolitik Grünen Steigbügelhalter Einhalt geboten . Antrag AfD-Fraktion Schutz Natur erläutert Dr. Philip Zeschmann .
31,1305,afdfraktionBB,1326276537,2024-03-26,"Grüner Wasserstoff? Das geht nur mit Kernkraft! Wenn es um das Thema Energie geht, dann stellen SPD, Grüne und all die anderen politischen Laien ihr komplettes Unvermögen unter Beweis: Gasembargo, Kohle-Ausstieg, Kernkraft-Ausstieg, alles zur gleichen Zeit – das Ergebnis sieht längst jeder auf der Energie-Kostenabrechnung.","Grüner Wasserstoff ? Kernkraft ! Thema Energie , stellen SPD , Grüne all politischen Laien komplettes Unvermögen Beweis : Gasembargo , Kohle-Ausstieg , Kernkraft-Ausstieg , gleichen – Ergebnis sieht längst Energie-Kostenabrechnung ."
32,1294,afdfraktionBB,1326276537,2024-03-20,"Wir müssen die energiepolitischen Sonderwege endlich verlassen, fordert Peter Drenske. 16.00 Uhr Würde man die Bürger von Fantasiesteuern wie den CO2-Abgaben verschonen, dann bräuchte man auch keine neuen Bürokratiemonster wie das Klimageld schaffen. Den Altfraktionen geht es nur um sozialistische Umverteilung.","energiepolitischen Sonderwege verlassen , fordert Peter Drenske . 16.00 Bürger Fantasiesteuern CO2-Abgaben verschonen , bräuchte Bürokratiemonster Klimageld schaffen . Altfraktionen sozialistische Umverteilung ."
33,1271,afdfraktionBB,1326276537,2024-03-06,Primat der sogenannten Klimapolitik beenden! | Dr. Philip Zeschmann Die AfD-Fraktion schlägt Alarm: Die maßlose Energie- und Klima-Hysterie der etablierten Parteien führt zur Deindustrialisierung Deutschlands und zum Wohlstandsverlust.,Primat sogenannten Klimapolitik beenden ! | Dr. Philip Zeschmann AfD-Fraktion schlägt Alarm : maßlose Energie- Klima-Hysterie etablierten Parteien führt Deindustrialisierung Deutschlands Wohlstandsverlust .
34,1271,afdfraktionBB,1326276537,2024-03-06,"Es sei daher eine Frage des wirtschaftlichen Überlebens, die Klima-Religion nicht mehr als übergeordnete Richtlinie zu akzeptieren. Dr. Philip Zeschmann hier folgen!","Frage wirtschaftlichen Überlebens , Klima-Religion übergeordnete Richtlinie akzeptieren . Dr. Philip Zeschmann folgen !"
35,1260,afdfraktionBB,1326276537,2024-02-28,"Landwirtschaft? Grüne komplett gescheitert! | Die Blaue Runde, Ausgabe 13 Weil sie überall der irren Klimareligion hinterherrennen, sind die Grünen auch in der Landwirtschaft komplett gescheitert. Hat nur die AfD-Fraktion den Bauern zugehört und verstanden, wie eine vernünftige Agrarstrukturreform aussehen könnte?","Landwirtschaft ? Grüne komplett gescheitert ! | Blaue Runde , Ausgabe 13 überall irren Klimareligion hinterherrennen , Grünen Landwirtschaft komplett gescheitert . AfD-Fraktion Bauern zugehört verstanden , vernünftige Agrarstrukturreform aussehen ?"
36,1251,afdfraktionBB,1326276537,2024-02-22,"»Klimapolitik« ist Wirtschaftszerstörungspolitik!   Unternehmensinsolvenzen auf Rekordhoch, zahlreiche Firmen verlagern Produktionsstätten ins Ausland, das Land befindet sich schon das zweite Jahr in einer Rezession. Verantwortlich dafür ist vor allem die sogenannte „Klimapolitik“ der Landes- und Bundesregierung.","» Klimapolitik « Wirtschaftszerstörungspolitik !    Unternehmensinsolvenzen Rekordhoch , zahlreiche Firmen verlagern Produktionsstätten Ausland , Land befindet Rezession . Verantwortlich sogenannte „ Klimapolitik “ Landes- Bundesregierung ."
37,1251,afdfraktionBB,1326276537,2024-02-22,"Die AfD-Fraktion im Landtag Brandenburg hält diese Selbstzerstörungspolitik für unverantwortlich und fordert in einem aktuellen Antrag, diese „Klimapolitik“ in ihrer jetzigen Form unverzüglich zu beenden. Der Abgeordnete Dr. Philip Zeschmann, MdL, erläutert den Antrag und zeigt Wege aus der Wirtschaftskrise auf.","AfD-Fraktion Landtag Brandenburg hält Selbstzerstörungspolitik unverantwortlich fordert aktuellen Antrag , „ Klimapolitik “ jetzigen Form unverzüglich beenden . Abgeordnete Dr. Philip Zeschmann , MdL , erläutert Antrag zeigt Wege Wirtschaftskrise ."
38,1245,afdfraktionBB,1326276537,2024-02-21,"Wirtschaft retten? Klimareligion beenden! | Die Blaue Runde, Ausgabe 10 Geschäftsaufgaben, Insolvenzen, Entlassungen, Abwanderungen ins Ausland - der Wirtschaft in Brandenburg geht es schlecht. Und je länger die Altparteien regieren, desto misslicher wird die Lage.","Wirtschaft retten ? Klimareligion beenden ! | Blaue Runde , Ausgabe 10 Geschäftsaufgaben , Insolvenzen , Entlassungen , Abwanderungen Ausland - Wirtschaft Brandenburg . länger Altparteien regieren , desto misslicher Lage ."
39,1226,afdfraktionBB,1326276537,2024-02-09,"Energiepolitik ist nichts für linke Hände! Einerseits berufen sich linke Energiewende-Ideologen auf die Phrase, dass die Sonne keine Rechnung stelle. Doch warum zählt Deutschland dann zu den Ländern mit den höchsten Energiepreisen der Welt?","Energiepolitik linke Hände ! Einerseits berufen linke Energiewende-Ideologen Phrase , Sonne Rechnung stelle . zählt Deutschland Ländern höchsten Energiepreisen Welt ?"
40,1219,afdfraktionBB,1326276537,2024-02-05,"Strompreis senken! Keine halben Sachen machen! Die aktuellen Preiserhöhungen in der Energiepolitik, von der Ampelkoalition und speziell den Grünen befürwortet, könnten sofort kurzfristig geändert werden – vorausgesetzt, die Politik will es ändern. Energie-, Strom-, Mehrwertsteuer, Netz- und CO2-Abgaben sind nicht unvermeidlich!","Strompreis senken ! halben Sachen ! aktuellen Preiserhöhungen Energiepolitik , Ampelkoalition speziell Grünen befürwortet , könnten sofort kurzfristig geändert – vorausgesetzt , Politik ändern . Energie- , Strom- , Mehrwertsteuer , Netz- CO2-Abgaben unvermeidlich !"
41,1181,afdfraktionBB,1326276537,2024-01-19,"Die ""Energiewende"" ist eine Gefahr! Die sogenannte ""Energiewende"" der Bundesregierung und der Landesregierung Brandenburgs kann nicht funktionieren: Die AfD-Abgeordnete Marianne Spring-Räumschüssel erklärt, warum diese Politik die Versorgungssicherheit für Haushalte und Wirtschaft gefährdet - und was stattdessen zu tun ist.",""" Energiewende "" Gefahr ! sogenannte "" Energiewende "" Bundesregierung Landesregierung Brandenburgs funktionieren : AfD-Abgeordnete Marianne Spring-Räumschüssel erklärt , Politik Versorgungssicherheit Haushalte Wirtschaft gefährdet - stattdessen ."
42,1173,afdfraktionBB,1326276537,2024-01-15,"»Einen Anspruch auf Schutz bestimmten Klimas kann es nicht geben!« Die anderen Parteien erzwingen mit massiven finanziellen Druckmitteln die Herbeiführung einer ""Klimapolitik"", die weder funktionieren kann, noch von der Mehrheit der Bürger gewollt wird. Für die AfD-Fraktion im Landtag Brandenburg erläutert deren Abgeordneter Dr.","» Anspruch Schutz bestimmten Klimas geben ! « Parteien erzwingen massiven finanziellen Druckmitteln Herbeiführung "" Klimapolitik "" , weder funktionieren , Mehrheit Bürger . AfD-Fraktion Landtag Brandenburg erläutert Abgeordneter Dr."
43,1161,afdfraktionBB,1326276537,2024-01-05,"Falsche Klimapolitik beenden! Die sogenannte ""Klimapolitik"" der Koalition ist ein Wirtschafts- und Wohlstandsvernichtungsprogramm. Daher ist es eben gerade nicht sozial, wie die Grünen behaupten. Der Vorsitzende der AfD-Fraktion im Landtag Brandenburg, Dr.","Falsche Klimapolitik beenden ! sogenannte "" Klimapolitik "" Koalition Wirtschafts- Wohlstandsvernichtungsprogramm . sozial , Grünen behaupten . Vorsitzende AfD-Fraktion Landtag Brandenburg , Dr."
44,1150,afdfraktionBB,1326276537,2023-12-22,"Erhöhung der CO2-Abgabe verhindern! Der Wirtschaft wird der Stecker gezogen, indem Energie künstlich und vor allem mit Vorsatz verknappt wird. Alles wird teurer, was für viele Unternehmen das Ende bedeutet. Aber was hat das mit der CO2-Abgabe zu tun? Daniel Münschke führt dazu aus.","Erhöhung CO2-Abgabe verhindern ! Wirtschaft Stecker gezogen , Energie künstlich Vorsatz verknappt . teurer , Unternehmen bedeutet . CO2-Abgabe ? Daniel Münschke führt ."
45,1129,afdfraktionBB,1326276537,2023-12-11,"Schutz der Moore: Für die Regierung reine Ideologie! Für die Landesregierung steht der Schutz unserer Moore nur im Zeichen der Klima-Panik. Der AfD-Abgeordnete Lars Günther sagt: „Ungenutzte Moorflächen können gerne renaturiert werden, allerdings müssen diese Maßnahmen naturschutzfachlich, nicht ideologisch begründet werden“.","Schutz Moore : Regierung reine Ideologie ! Landesregierung steht Schutz Moore Zeichen Klima-Panik . AfD-Abgeordnete Lars Günther : „ Ungenutzte Moorflächen gerne renaturiert , Maßnahmen naturschutzfachlich , ideologisch begründet “ ."
46,1120,afdfraktionBB,1326276537,2023-12-07,"Windkraftausbau stoppen! Die sogenannte ""Energiewende"" der Bundes- und Landesregierung ist ein katastrophaler Fehlschlag. Sie zerstört eine funktionierende Energie-Infrastruktur, treibt die Strompreise in existenzbedrohende Höhen und macht Brandenburg zum Energie-Importland. Insbesondere die Windkraft ist ein Irrweg.","Windkraftausbau stoppen ! sogenannte "" Energiewende "" Bundes- Landesregierung katastrophaler Fehlschlag . zerstört funktionierende Energie-Infrastruktur , treibt Strompreise existenzbedrohende Höhen Brandenburg Energie-Importland . Insbesondere Windkraft Irrweg ."
47,1110,afdfraktionBB,1326276537,2023-12-04,"Schutz der Moore: Eine rot-grüne Arbeitsbeschaffungsmaßnahme? Das Moorschutzprogramm der Landesregierung ist ein Etikettenschwindel und wird für grüne Klimaideologie missbraucht. Der Klimapolitische Sprecher der AfD-Fraktion im Landtag Brandenburg, Lars Günther, MdL, nennt die Fakten.","Schutz Moore : rot-grüne Arbeitsbeschaffungsmaßnahme ? Moorschutzprogramm Landesregierung Etikettenschwindel grüne Klimaideologie missbraucht . Klimapolitische Sprecher AfD-Fraktion Landtag Brandenburg , Lars Günther , MdL , nennt Fakten ."
48,1091,afdfraktionBB,1326276537,2023-11-20,Falsche Klimapolitik und Energienotstand beenden! Die sogenannte Klimapolitik der Landesregierung treibt die Energiepreise in die Höhe und Unternehmen ins Ausland. Unser Fraktionsvorsitzender Dr. Christoph Berndt rechnet mit der falschen Politik der Landesregierung ab und zeigt Wege aus der Krise auf.,Falsche Klimapolitik Energienotstand beenden ! sogenannte Klimapolitik Landesregierung treibt Energiepreise Höhe Unternehmen Ausland . Fraktionsvorsitzender Dr. Christoph Berndt rechnet falschen Politik Landesregierung zeigt Wege Krise .
49,1082,afdfraktionBB,1326276537,2023-11-16,"Klimaschutz ist das Gegenteil von Umweltschutz! Unter dem Vorwand des allgegenwärtigen Diktums vom ""Klimaschutz"" wird teils massiv in die Ökologie eingegriffen und Umwelt zerstört. Der Vorsitzende der AfD-Fraktion, Dr.","Klimaschutz Gegenteil Umweltschutz ! Vorwand allgegenwärtigen Diktums "" Klimaschutz "" teils massiv Ökologie eingegriffen Umwelt zerstört . Vorsitzende AfD-Fraktion , Dr."
50,1082,afdfraktionBB,1326276537,2023-11-16,"Christoph Berndt, deckt die Widersinnigkeit der so genannten Klimapolitik der Landesregierung schonungslos auf und erklärt, wie echter Umweltschutz funktioniert.","Christoph Berndt , deckt Widersinnigkeit genannten Klimapolitik Landesregierung schonungslos erklärt , echter Umweltschutz funktioniert ."
51,1017,afdfraktionBB,1326276537,2023-10-11,"Doch die grüne Klima-Ideologie und die Profitgier von Investoren, die sich durch den Klimawahn der Berliner Ampel die Taschen voll machen können, wollen viele dieser Flächen plattmachen, den Wald roden und die Tiere verjagen oder töten.","grüne Klima-Ideologie Profitgier Investoren , Klimawahn Berliner Ampel Taschen voll , Flächen plattmachen , Wald roden Tiere verjagen töten ."
